gender,label:de,label:en,label:el,label:el:norm,alternatives,Nom Sg,Gen Sg,Dat Sg,Akk Sg,Voc Sg,nomina insignia,source,note,factgrid,label:lat
m,Elymas,Elymas,Ἐλύμας,ελυμας,Ἐλυμᾶς,Ἐλύμας,Ελυμα,,,,,"Bauer,Louw-Naida",,,
m,Immanuel,Emmanuel,Ἐμμανουήλ,εμμανουηλ,,Ἐμμανουήλ,Ἐμμανουήλ,,Ἐμμανουήλ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167856,
m,Hamor,Hamor,Ἐμμώρ,εμμωρ,"Ἐμμόρ,Ἑμώρ,Ἕμμωρος",Ἐμμώρ,"Ἐμμώρ,Ἑμμωρου",,,,,Bauer,,https://database.factgrid.de/entity/Q167854,
m,Enosch,Enos,Ἐνώς,ενως,"Ἄνωσος,Ἔνωσος",Ἐνώς,"Ἐνώς,Ανωσου",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167857,
m,Henoch,Εnoch,Ἑνώχ,ενωχ,"Ἐνώχ,Ἄνωχος,Ἔνωχος",Ἑνώχ,"Ἑνώχ,Ανωχου",,,,,Bauer,,,
m,Epänetus,Epaenetus,Ἐπαίνετος,επαινετος,Ἐπαινετός,Ἐπαίνετος,Επαινετου,,Ἐπαίνετον,,,"Bauer,Louw-Naida",,,
m,Erastus,Erastus,Ἔραστος,εραστος,,Ἔραστος,Εραστου,,Ἔραστον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167794,
m,Hermas,Hermas,Ἑρμᾶς,ερμας,,Ἑρμᾶς,Ἑρμᾶ,,Ἑρμᾶν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167805,
m,Hermes,Hermes,Ἑρμῆς,ερμης,,Ἑρμῆς,Ἑρμοῦ,,Ἑρμῆν,,,"Bauer,Louw-Naida",,,
m,Hermogenes,Hermogenes,Ἑρμογένης,ερμογενης,Ἐρμογένης,Ἑρμογένης,Ἑρμογενους,,,,,"Bauer,Louw-Naida",,,
m,Hesli,Esli,Ἑσλί,εσλι,"εσλει,εσλιμ,εσσαι,εσλαι,Ἐσλί",Ἑσλί,Ἑσλί,,,,,"Bauer,Louw-Naida",,,
m,Hezron,Hezron,Ἑσρώμ,εσρωμ,"Ἐσρώμ,Ἑσρών,Ἐσρών",Ἑσρώμ,Ἑσρώμ,,,,,Bauer,,https://database.factgrid.de/entity/Q167821,
f,Eva,Eve,Εὕα,ευα,Εὔα,Εὕα,Ευας,,,,,"Bauer,Louw-Naida,NRSV",,"https://database.factgrid.de/entity/Q167822,https://database.factgrid.de/entity/Q167826,https://database.factgrid.de/entity/Q167827,https://database.factgrid.de/entity/Q167824,https://database.factgrid.de/entity/Q167823,https://database.factgrid.de/entity/Q167825",
m,Eubulus,Eubulus,Εὔβουλος,ευβουλος,,Εὔβουλος,Ευβουλου,,,,,"Bauer,Louw-Naida",,,
f,Eunike,Eunice,Εὐνίκη,ευνικη,,Εὐνίκη,Ευνικης,Εὐνίκῃ,,,,"Bauer,Louw-Naida",,,
m,Eutychus,Eutychus,Εὔτυχος,ευτυχος,,Εὔτυχος,Ευτυχου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167853,
m,Ephraim,Ephraim,Ἐφραίμ,εφραιμ,Ἐφράιμ,Ἐφραίμ,Ἐφραίμ,,Ἐφραὶμ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167846,
m,Sebulon,Zebulun,Ζαβουλών,ζαβουλων,"ζαβουλον,Ζαβουλῶνος",Ζαβουλών,Ζαβουλών,,,,,Bauer,,"https://database.factgrid.de/entity/Q167848,https://database.factgrid.de/entity/Q167849",
m,Zacharias,Zechariah,Ζαχαρίας,ζαχαριας,,Ζαχαρίας,Ζαχαριου,,,,,Bauer,,https://database.factgrid.de/entity/Q167879,
m,Zebedäus,Zebedee,Ζεβεδαῖος,ζεβεδαιος,,Ζεβεδαῖος,Ζεβεδαιου,,Ζεβεδαῖον,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q167874,https://database.factgrid.de/entity/Q167873",
m,Zeus,Zeus,Ζεύς,ζευς,,Ζεύς,Διός,,Δία,,,"Bauer,Louw-Naida",,,
m,Serubbabel,Zerubbabel,Ζοροβαβέλ,ζοροβαβελ,"Ζοροβάβελ,Ζοροβάβηλος",Ζοροβαβέλ,"Ζοροβαβέλ,Ζοροβαβηλου",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167885,
m,Eli,Heli,Ἠλί,ηλι,"Ἡλί,Ἡλεί,Ἠλείς,Ἠλίς",Ἠλί,"Ἠλί,Ἠλεῖ",,ἠλὶ,,,"Bauer,Louw-Naida",,,
m,Elia,Elijah,Ἠλίας,ηλιας,"Ἠλείας,Ἡλείας,Ἡλίας",Ἠλίας,Ηλιου,,,,,"Bauer,Louw-Naida",,,
m,Herodes,Herod,Ἡρῴδης,ηρωδης,"ηρωδηι,Ηρωιδης",Ἡρῴδης,Ἡρῴδου,Ἡρῴδῃ,Ἡρῴδην,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168010,
f,Herodias,Herodias,Ἡρῳδιάς,ηρωδιας,"ηρωδηας,ηρωδιαιδα,ιρωδιαδα,ηροδιαδος,ιρωδιαδος,ηρωδειαδος,ηροδιας,ρωδιαδα,ηρωδιαδως,ηρωιαδα,ηρωδιαδε,ρωδιας,ηροδιαδα,Ηρωιδιας",Ἡρῳδιάς,Ἡρῳδιάδος,,Ἡρῳδιάδα,,,"Bauer,Louw-Naida",,,
m,Herodion,Herodion,Ἡρῳδίων,ηρωδιων,Ηρωιδιων,Ἡρῳδίων,Ἡρῳδιωνος,,"Ἡρῳδίωνα,ηρωδειωνα,ηρωδιονα,ηροδιωνα,ηρωδηωνα,ηηροδιονα,ρωδιωνα",,,"Bauer,Louw-Naida",,,
m,Jesaja,Isaiah,Ἠσαΐας,ησαιας,"Ἡσαΐας,Ἰησαΐας",Ἠσαΐας,Ησαιου,,,,,Bauer,,,
m,Esau,Esau,Ἠσαῦ,ησαυ,"εσαυ,ισα,Ἡσαῦ,Ἠσαῦς",Ἠσαῦ,Ἠσαῦ,,Ἠσαῦ,,,"Bauer,Louw-Naida",,,
m,Thaddäus,Thaddaeus,Θαδδαῖος,θαδδαιος,,Θαδδαῖος,Θαδδαιου,,Θαδδαῖον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168035,
m,Theophilus,Theophilus,Θεόφιλος,θεοφιλος,,Θεόφιλος,Θεοφιλου,,,Θεόφιλε,,"Bauer,Louw-Naida",,,
m,Theudas,Theudas,Θευδᾶς,θευδας,,Θευδᾶς,Θευδᾶ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168044,
m,Jakob,Jacob,Ἰακώβ,ιακωβ,"γιαχακωβ,Ἰακούβ,Ἰάκωβος",Ἰακώβ,Ἰακώβ,Ἰακώβ,Ἰακώβ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168067,
m,Jakobus,James,Ἰάκωβος,ιακωβος,"Ἰάκουβος,Ἰακώβ",Ἰάκωβος,Ιακωβου,Ἰακώβῳ,Ἰάκωβον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168073,
m,Jered,Jared,Ἰάρετ,ιαρετ,"Ἰαρέδ,Ἰάρεδ,Ἰάρεθ,Ἰάρετ,Ἰάρεδος",Ἰάρετ,"Ἰάρετ,Ιαρεδου",,,,,"Bauer,Louw-Naida",,,
f,Isebel,Jezebel,Ἰεζάβελ,ιεζαβελ,"Ἰεζαβήλ,Ἰεζαβέλη",Ἰεζάβελ,"Ἰεζάβελ,Ιεζαβελης",,,,,Bauer,,https://database.factgrid.de/entity/Q168075,
m,Jeremia,Jeremiah,Ἰερεμίας,ιερεμιας,Ἱερεμίας,Ἰερεμίας,Ιερεμιου,,Ἰερεμίαν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168066,
m,Jesus ,Jesus,Ἰησοῦς,ιησους,Ἰωσή,Ἰησοῦς,Ἰησοῦ,Ἰησοῦ,Ἰησοῦν,Ἰησοῦ,"ΙΣ,ιη,ΙΥ,ΙΝ","Bauer,Louw-Naida",,,
m,Juda,Judas,Ἰούδας,ιουδας,Ἰουδά,Ἰούδας,Ιουδα,,Ἰούδαν,Ἰούδα,,"Bauer,Louw-Naida",,,
f,Julia,Julia,Ἰουλία,ιουλια,Ἀουλίαν,Ἰουλία,Ιουλιας,,Ἰουλίαν,,,"Bauer,Louw-Naida",,,
m,Julius,Julius,Ἰούλιος,ιουλιος,Ἰουλιανός,Ἰούλιος,Ιουλιου,Ἰουλίῳ,,,,"Bauer,Louw-Naida",,,
m,Junias,Junias,Ἰουνιᾶς,ιουνιας,Ἰουνίας,Ἰουνιᾶς,Ἰουνιᾶ,,Ἰουνίαν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168105,
m,Justus,Justus,Ἰοῦστος,ιουστος,,Ἰοῦστος,Ιουστου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168108,
m,Isaak,Isaac,Ἰσαάκ,ισαακ,"Ἰσάκ,Ἴσακος,Ἴσαχος",Ἰσαάκ,"Ἰσαάκ,Ισακου",,,,,Bauer,,,
f,Johanna,Joanna,Ἰωάννα,ιωαννα,"ιωαννου,ιαννα,ιωναν,Ἰωάνα",Ἰωάννα,Ιωαννας,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168126,
m,Johannes,John,Ἰωάννης,ιωαννης,"Ἰωάνης,Ἰωνάθας",Ἰωάννης,"Iωaννου,Iωανου ",Ἰωάννῃ,Ἰωάννην,,"ιιω,ιω,ιωαν,ιωη,ιωην,ιωηου,ιωης,ιωννου,ιωνου,ιωνς,ιωου,ιως,ιωαννη","Bauer,Louw-Naida",,,
m,Hiob,Job ,Ἰώβ,ιωβ,Ἴωβος,Ἰώβ,Ἰώβ,,,,,Bauer,,https://database.factgrid.de/entity/Q168127,
m,Obed,Obed,Ἰωβήδ,ιωβηδ,"Ἰωβήλ,Ὠβήδ,Ὠβήδης",Ἰωβήδ,"Ἰωβήδ,Ωβηδου",,,,,Bauer,,https://database.factgrid.de/entity/Q168128,
m,Joel,Joel,Ἰωήλ,ιωηλ,,Ἰωήλ,Ἰωήλ,,,,,"Bauer,Louw-Naida",,,
m,Jonam,Jonam,Ἰωνάμ,ιωναμ,Ἰωνάν,Ἰωνάμ,Ἰωνάμ,,,,,"Bauer,Louw-Naida",,,
m,Jona,Jonah,Ἰωνᾶς,ιωνας,,Ἰωνᾶς,Ἰωνᾶ,,,,"ιωνη,ιωνης,ιωννα",Bauer,,,
m,Joram,Joram,Ἰωράμ,ιωραμ,Ἰώραμος,Ἰωράμ,"Ἰωράμ,Ιωραμου",,Ἰωρὰμ,,,"Bauer,Louw-Naida",,,
m,Jorim,Jorim,Ἰωρίμ,ιωριμ,Ἰωρείμ,Ἰωρίμ,Ἰωρίμ,,,,,"Bauer,Louw-Naida",,,
m,Joschafat,Jehoshaphat,Ἰωσαφάτ,ιωσαφατ,Ἰωσάφατος,Ἰωσαφάτ,"Ἰωσαφάτ,Ιωσαφατου",,,,,Bauer,,,
m,Jose,Joses,Ἰωσῆς,ιωσης,,Ἰωσῆς,"Ἰωσῆς,Ἰωσῆ,Ἰωσῆτος",,,,,Bauer,,,
m,Josech,Josech,Ἰωσήχ,ιωσηχ,Ἰωσήφ,Ἰωσήχ,Ἰωσήχ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168168,
m,Josia,Josiah,Ἰωσίας,ιωσιας,"ιωσσιαν,ιωσειαν,Ἰωσείας",Ἰωσίας,"Ιωσιου,Ἰωσία",,Ἰωσίαν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168178,
m,Kaiphas,Caiaphas,Καϊάφας,καιαφας,"Καϊαφᾶς,Καϊφᾶς,Καιφας",Καϊάφας,Καιαφα,,Καϊάφαν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168179,
m,Kain,Cain,Κάϊν,καιν,"Καΐν,Κάις,Καίν",Κάϊν,"Κάϊν,Κάιος ",,"Κάϊν,Κάιν ",,,"Bauer,Louw-Naida",,,
m,Kenan,Cainan,Καϊνάμ,καιναμ,"Καινάμ,Καινάν,Καϊνάν,Καινᾶς",Καϊνάμ,"Καϊνάμ,Καινᾶ",,,,,Bauer,,https://database.factgrid.de/entity/Q168891,
f,Kandake,Candace,Κανδάκη,κανδακη,κανδακις,Κανδάκη,Κανδακης,,,,,"Bauer,Louw-Naida",,,
m,Karpus,Carpus,Κάρπος,καρπος,,Κάρπος,Καρπου,,,,,Bauer,,,
m,Kephas,Kephas,Κηφᾶς,κηφας,,Κηφᾶς,Κηφᾶ,,,,,"Bauer,Louw-Naida",,,
m,Kleopas,Cleopas,Κλεοπᾶς,κλεοπας,"Κλεόπας,Κλεόπατρος",Κλεοπᾶς,Κλεοπᾶ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168205,
m,Klopas,Clopas,Κλωπᾶς,κλωπας,,Κλωπᾶς,Κλωπᾶ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168222,
m,Quartus,Quartus,Κούαρτος,κουαρτος,Κουᾶρτος,Κούαρτος,Κουαρτου,,,,,"Bauer,Louw-Naida",,,
m,Quirinius,Quirinius,Κυρήνιος,κυρηνιος,"Κυρίνιος,Κυρεῖνος",Κυρήνιος,"Κυρηνιου,Κυρινιου,Κυρεινου",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167894,
m,Kosam,Cosam,Κωσάμ,κωσαμ,,Κωσάμ,Κωσάμ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168253,
m,Lazarus,Lazarus,Λάζαρος,λαζαρος,,Λάζαρος,Λαζαρου,,Λάζαρον,Λάζαρε,,"Bauer,Louw-Naida",,,
m,Lamech,Lamech,Λάμεχ,λαμεχ,"Λέμεχ,Λάμεχ,Λάμεχος",Λάμεχ,"Λάμεχ,Λαμεχου",,,,,Bauer,,,
m,Linus,Linus,Λίνος,λινος,,Λίνος,Λινου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168308,
m,Lukas,Luke,Λουκᾶς,λουκας,,Λουκᾶς,Λουκᾶ,,,,,"Bauer,Louw-Naida",,,
f,Lydia,Lydia,Λυδία,λυδια,Λύδη,Λυδία,Λυδιας,,"Λυδίαν,λυδδιαν",,,"Bauer,Louw-Naida",,,
m,Lysanias,Lysanias,Λυσανίας,λυσανιας,,Λυσανίας,"Λυσανίου,Λυσανία",,,,,"Bauer,Louw-Naida",,,
m,Lysias,Lysias,Λυσίας,λυσιας,,Λυσίας,Λυσιου,,,,,Bauer,,,
f,Lois,Lois,Λωΐς,λωις,Λωϊς,Λωΐς,"Λωΐδος,Λωϊτος",Λωΐδι,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168320,
m,Lot,Lot,Λώτ,λωτ,Λῶτος,Λώτ,"Λώτ,Λωτου",,Λώτ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168310,
m,Magog,Magog,Μαγώγ,μαγωγ,,Μαγώγ,Μαγώγ,,,,,Bauer,,https://database.factgrid.de/entity/Q168321,
m,Matthäus,Matthew,Μαθθαῖος,μαθθαιος,"Ματθαῖος,Μαθαῖος",Μαθθαῖος,Μαθθαιου,,Μαθθαῖον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168313,
m,Malchus,Malchus,Μάλχος,μαλχος,,Μάλχος,Μαλχου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168315,
m,Manasse,Manasseh,Μανασσῆς,μανασσης,,Μανασσῆς,"Μανασσῆ,μαναση",,"Μανασσῆ,Μανασσῆν",,,Bauer,,,
f,Maria,Mary,Μαρία,μαρια,"μαριαρ,μαριαι,μαρηαμ,μαριασ,μαρηα,μαρι,μαριαμ,μαριας,μαρηαν,Μαριάμ,Μαριάμμη,Μαριάμη",Μαρία,"Μαριας,Μαριαμμης,Μαριαμης",Μαρίᾳ,Μαρίαν,,,"Bauer,Louw-Naida",,,
m,Markus,Mark ,Μᾶρκος,μαρκος,Μάρκος,Μᾶρκος,Μαρκου,,Μᾶρκον,,,"Bauer,Louw-Naida",,,
m,Melea,Melea,Μελεά,μελεα,Μελεᾶς,Μελεά,"Μελεά,Μελεᾶ ",,,,,"Bauer,Louw-Naida",,,
m,Melchi,Melchi,Μελχί,μελχι,Μελχεί,Μελχί,Μελχί,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168333,
m,Melchisedek,Melchizedek,Μελχισέδεκ,μελχισεδεκ,Μελχισεδέκ,Μελχισέδεκ,Μελχισέδεκ,,,,,Bauer,,,
m,Menna,Menna,Μεννά,μεννα,"μεναν,Μαινάν,Μεννᾶς,Μαϊνάν",Μεννά,"Μεννά,Μεννᾶ",,,,,Bauer,,,
m,Michael,Michael,Μιχαήλ ,μιχαηλ,,Μιχαήλ ,Μιχαήλ ,,,,,"Bauer,Louw-Naida",,,
m,Mnason,Mnason,Μνάσων,μνασων,"μνασω,μνασσω,μωασω,Μνασέας,Μνασίας",Μνάσων,Μνασωνος,"Μνάσωνί,μνασονι,μνασσωνι,μασωνι,μνασσονι ",,,,"Bauer,Louw-Naida",,,
m,Moloch,Moloch,Μόλοχ,μολοχ,Μολόχ,Μόλοχ,Μόλοχ,,,,,Bauer,,,
m,Mose,Moses,Μωϋσῆς,μωυσης,"Μωσῆς,Μοϋσῆς",Μωϋσῆς,"Μωϋσέως,μωυσεος,Μωϋσῆ,Μωσῆ","Μωϋσεῖ,Μωϋσῇ","Μωϋσῆν,Μωϋσέα","Μωϋσῆ,Μωσῆ","μωσει,μωσεως","Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168393,
m,Naggai,Naggai,Ναγγαί,ναγγαι,,Ναγγαί,Ναγγαί,,,,,Bauer,,,
m,Nathanael,Nathanael,Ναθαναήλ,ναθαναηλ,"αθαναηλ,ναθαηλ,Ναθανάηλος",Ναθανοήλ,"Ναθανοήλ,Ναθαναηλου",,Ναθαναὴλ,,,"Bauer,Louw-Naida",,,
m,Nahum,Nahum,Ναούμ,ναουμ,Ναοῦμος,Ναούμ,Ναούμ,,,,,Bauer,,"https://database.factgrid.de/entity/Q168404,https://database.factgrid.de/entity/Q168403",
m,Nereus,Nereus,Νηρεύς,νηρευς,,Νηρεύς ,Νηρεως ,,"Νηρέα,Βηρέα ",,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168412,Sadoc
m,Neri,Neri,Νηρί,νηρι,Νηρεί ,Νηρί ,Νηρί ,,,,,"Bauer,Louw-Naida",,,
m,Nikanor,Nicanor,Νικάνωρ,νικανωρ,,Νικάνωρ ,Νικανορος ,,Νικάνορα,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168416,
m,Nikodemus,Nicodemus,Νικόδημος,νικοδημος,"νικοδημος,νικωδιμος,νηκοδημος,νικοδημοσ,νικωδης,εικοδημος,νεικοδημος,νικοδιμος",Νικόδημος,Νικοδημου ,,,,,"Bauer,Louw-Naida",,,
f,Nympha,Nympha,Νύμφα ,νυμφα,Νύμφη ,Νύμφα ,"Νυμφας,Νυμφης",Νύμφαν,,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q168425,https://database.factgrid.de/entity/Q166377",
m,Nymphas,Nymphas,Νυμφᾶς ,νυμφας,Νυμφόδωρος ,Νυμφᾶς ,Νυμφᾶ,Νύμφαν,,,,"Bauer,Louw-Naida",,,
m,Noah,Noah,Νῶε,νωε,Νῶχος ,Νῶε,"Νῶε,Νωχου ",,Νῶε,,,"Bauer,Louw-Naida",,,
m,Olympas,Olympas,Ὀλυμπᾶς,ολυμπας,"Ὀλυμπιόδωρος,Ὀλυμπίδα",Ὀλυμπᾶς ,Ὀλυμπᾶ,,Ὀλυμπᾶν,,,"Bauer,Louw-Naida",,,
m,Onesimus,Onesimus,Ὀνήσιμος,ονησιμος,,Ὀνήσιμος ,Ονησιμου ,Ὀνησίμῳ,Ὀνήσιμον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168433,
m,Onesiphorus,Onesiphorus,Ὀνησίφορος,ονησιφορος,,Ὀνησίφορος,Ονησιφορου,,,,,"Bauer,Louw-Naida",,,
m,Urbanus,Urbanus,Οὐρβανός,ουρβανος,,Οὐρβανός ,Ουρβανοῦ ,,Οὐρβανὸν,,,"Bauer,Louw-Naida",,,
m,Uria,Uriah ,Οὐρίας,ουριας,,Οὐρίας ,"Ουριου,Οὐρία ",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168448,
m,Parmenas,Parmenas,Παρμενᾶς,παρμενας,"Παρμενίδης,Παρμενίων,Παρμενίσκος",Παρμενᾶς ,Παρμενᾶ,,Παρμενᾶν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168455,
m,Patrobas,Patrobas,Πατροβᾶς ,πατροβας,"Πατρόβας,Πατρόβιος ",Πατροβᾶς ,Πατροβᾶ,,Πατροβᾶν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168469,
m,Paulus,Paul,Παῦλος,παυλος,παυλωι,Παῦλος,Παυλου,Παύλῳ,Παῦλον,Παῦλε,,"Bauer,Louw-Naida",,,
f,Persis,Persis,Περσίς,περσις,,Περσίς,Περσίδος ,,Περσίδα,,,"Bauer,Louw-Naida",,,
m,Petrus,Peter,Πέτρος,πετρος,"πετρως,Πέτρος,Πρῶτος,Πέτρων",Πέτρος,Πέτρου,"Πέτρῳ,πετρωι",Πέτρον,Πέτρε,,"Bauer,Louw-Naida",,,
m,Pilatus,Pilate,Πιλᾶτος,πιλατος,"πιλατοσ,πηλατος,Πιλάτος,Πειλᾶτος",Πιλᾶτος,Πιλατου,Πιλάτῳ,Πιλᾶτον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168747,
m,Pontius,Pontius,Πόντιος ,ποντιος,,Πόντιος ,Ποντιου,,,,,Bauer,,,
m,Publius,Publius,Πόπλιος,ποπλιος,,Πόπλιος,Ποπλιου,Ποπλίῳ,,,,"Bauer,Louw-Naida",,,
m,Porcius,Porcius,Πόρκιος,πορκιος,,Πόρκιος ,Πορκιου,,,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q168754,https://database.factgrid.de/entity/Q168757,https://database.factgrid.de/entity/Q168758,https://database.factgrid.de/entity/Q168756,https://database.factgrid.de/entity/Q168762,https://database.factgrid.de/entity/Q166310",
m,Prochorus,Prochorus,Πρόχορος,προχορος,,Πρόχορος ,Προχορου,,Πρόχορον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168446,
m,Pyrrhus,Pyrrhus,Πύρρος ,πυρρος,,Πύρρος ,Πυρρου,,,,,Bauer,,,
f,Rahab,Rahab,Ῥαάβ ,ρααβ,"Ῥαάβη,Ῥαχάβη",Ῥαάβ ,"Ῥαάβ,Ῥααβης ",,,,,Bauer,,https://database.factgrid.de/entity/Q168789,
f,Rahab,Rahab,Ῥαχάβ ,ραχαβ,"ρακαβ,ρηχαβ,ραχααβ,Ῥαάβη,Ῥαχάβη",Ῥαχάβ ,"Ῥαχάβ,Ῥααβης ",,,,,Bauer,,,
f,Rahel,Rachel,Ῥαχήλ,ραχηλ,"ραχηηλ,ραχιηλ,ραχιλ,Ῥαχήλα",Ῥαχήλ,"Ῥαχήλ,Ῥαχηλας",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168785,
f,Rebekka,Rebecca,Ῥεβέκκα,ρεβεκκα,"ρεβεκκαν,ρεβεκα,ρεββεκα,ρεβεκκας",Ῥεβέκκα,Ῥεβεκκας,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168786,
m,Resa,Rhesa,Ῥησά,ρησα,,Ῥησά,Ῥησά,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168787,
m,Rehabeam,Rehoboam,Ῥοβοάμ,ροβοαμ,Ῥοβόαμος,Ῥοβοάμ,"Ῥοβοάμ,Ῥοβοαμου",,,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q168750,https://database.factgrid.de/entity/Q168751,https://database.factgrid.de/entity/Q168129",
f,Rhode,Rhoda,Ῥόδη,ροδη,ρωδη,Ῥόδη,Ῥοδης,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168792,
m,Ruben,Reuben,Ῥουβήν,ρουβην,"Ῥουβήμ,Ρουβίμ,Ῥουβίν,Ῥουβῆλος,Ῥουβήλ,Ῥουβίμ",Ῥουβήν,"Ῥουβήν,Ῥουβηλου",,,,,Bauer,,,
m,Rufus,Rufus,Ῥοῦφος,ρουφος,,Ῥοῦφος,Ῥουφου,,Ῥοῦφον,,,"Bauer,Louw-Naida",,,
m,Zadok,Zadok,Σαδώκ,σαδωκ,"Σάδωκος,Σαδδουκ",Σαδώκ,"Σαδώκ,Σαδωκου",,,,,Bauer,,https://database.factgrid.de/entity/Q168780,
m,Sala,Sala,Σαλά,σαλα,Σάλα,Σαλά,Σαλά,,,,,Bauer,,https://database.factgrid.de/entity/Q168783,
m,Salmon,Salmon,Σαλμών,σαλμων,Σαλμάν,Σαλμών,Σαλμών,,,,,Bauer,,,
f,Salome,Salome,Σαλώμη,σαλωμη,"σαλομη,σαλωνη,σαλο",Σαλώμη,Σαλωμης,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166421,
m,Samuel,Samuel,Σαμουήλ,σαμουηλ,Σαμούηλος,Σαμουήλ,"Σαμουήλ,Σαμουηλου",,,,,"Bauer,Louw-Naida",,,
m,Simson,Samson,Σαμψών,σαμψων,,Σαμψών,"Σαμψών,Σαμψῶνος",,,,,Bauer,,https://database.factgrid.de/entity/Q168831,
m,Saul,Saul,Σαούλ,σαουλ,Σαοῦλος ,Σαούλ,"Σαούλ,Σαουλου,Σαυλου ",,Σαοὺλ,"Σαοὺλ,Σαῦλε",,"Bauer,Louw-Naida",,,
f,Sara,Sarah,Σάρρα,σαρρα,,Σάρρα ,Σαρρας ,,,,,Bauer,,https://database.factgrid.de/entity/Q168832,
m,Saulus,Saul,Σαῦλος ,σαυλος,Σαοῦλος ,Σαῦλος ,"Σαυλου,Σαουλου",,,Σαῦλε ,,Bauer,,https://database.factgrid.de/entity/Q168843,
m,Sergius,Sergius,Σέργιος,σεργιος,,Σέργιος ,Σεργιου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168852,
m,Sem,Shem,Σήμ ,σημ,Σήμας,Σήμ ,"Σήμ,Σημᾳ ",,,,,Bauer,,https://database.factgrid.de/entity/Q168857,
f,Susanna,Susanna,Σουσάννα,σουσαννα,σωσαννα,Σουσάννα,"Σουσαννης,Σουσαννας",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168856,
m,Stachys,Stachys,Στάχυς ,σταχυς,,Στάχυς ,Σταχυος ,στάχυϊ,στάχυν,,,"Bauer,Louw-Naida",,,
m,Stephanas,Stephanas,Στεφανᾶς,στεφανας,Στεφανηφόρος,Στεφανᾶς,"Στεφανᾶ,Στεφανᾶτος ",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168863,
m,Stephanus,Stephen,Στέφανος,στεφανος,,Στέφανος ,Στεφανου,,στέφανόν,στέφανός,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168876,
